Worker,Time (seconds),Where do you live? (City and State/Country),Are you Male or Female?,What's your Age?,If I could live forever I would/would not?,Which closes fits what you think will happen when you die?,I think the following is most important for good health (choose one),How much do you think about your weight?,What do you do to help cope with stress most?,"If you spend the day being lazy, do you feel good or bad?","In general, do you feel life has been fair to you?",How many languages do you speak fluently?,Did you grow up with a pet?,My current relationship status:,Select where you usually get your information about the world from,Select how obedient or independent you think children should be,"If I could enhance my unborn child's DNA in only ONE way, I would improve their: (choose one)",How strict or lenient were your parents when you were growing up?,The following would make my life better (choose one),How much time do you spend alone each day?,How optimistic or pessimistic are you?,How many generations currently live in your household?,Who are you more similar to?,I would or would not say that one of the main goals in my life has been to make my parents proud,Where are you in the birth order of your siblings,My pet thinks of me as its _______________ (choose one),Rank how trustworthy you think people are,"In general, I do/do not feel that life has been fair to me",I think successful people more/less honest than the average person,Select where you feel safest,Do you know the names of your closest neighbors?,How safe or scary is your neighborhood?,"If there were a fire at my home, I would take the following item first",Would you kill another person if your life depended on it?,Who would you vote for president of the US?,I usually average X hours sleep each night,I usually wake up in the following way:,Pick how often you have lucid dreams,Pick how often you remember your dreams during the day,Pick what you mostly dream about,"If there were a pill that eliminated the need for sleep, I would/would not not take it",Have you slept-walked before?,Do you nap regularly?,Have you experienced love at first sight,Would you marry someone with whom you could never have children?,Do you think it is acceptable for a married person to have an affair?,Do you think love is necessary for marriage?,Do you kick your pet out of the room before having sex?,"If I could change ONE thing about my partner, it would be the following (pick one)",I was X years old when I got married
A326RP6OZQZ1IX,491,"Coimbatore, tamilnadu, india",Male,26-30,Would,My spirit will return to some universal entity,Environment,Sometimes,Music/Art,Bad,I do,4,No,Married,TV,Somewhat Independent,Intelligence,Somewhat Lenient,Better Romance,Not much of my time,Somewhat optimistic,1,Dad,Would,Oldest,I don't have a pet,Very untrustworthy,Do,More,Home,Yes,Somewhat safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Sexual ability,21-30
A2L5WJDAVWNI57,338,Bhubaneswar,Male,Under 20,Would not,I will go to heaven or hell,Proper diet,Constantly,Music/Art,Bad,I do,2,Yes,Single,Computer,A little of both,Intelligence,Exactly in the middle,Nothing - I'm all good,Some of my time,Very optimistic,2,Mom,Would,Youngest,Playmate,Somewhat untrustworthy,Do,More,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,Yes,Yes,Yes,No,Nothing,I'm not married
A3DDIOMFJ5UUNV,449,Tiruchirapalli,Male,21-25,Would,Nothing. Game over.,Exercise,Once in a while,Work,Bad,I do,2,No,Single,Computer,A little of both,Intelligence,Very Strict,More Money,Most of my time,Very pessimisitc,2,Both about equally,Would,Youngest,Mother or father,Somewhat trustworthy,Do,Less,Work,Yes,Very scary,Money,No,Barack Obama,4-6 hours,Naturally,Often,Never,Other,Would,Yes,Yes,Yes,No,Yes,Yes,I don't have a pet,Nothing,I'm not married
A10MDNNHDU4P6O,909,"Chennai, Tamilnadu/India",Male,26-30,Would not,I will be reincarnated,Exercise,Sometimes,Family/friends,Bad,I do,3,No,Married,Newspapers/Magazines,Somewhat Obedient,Intelligence,Somewhat Strict,Better job,Some of my time,Exactly in the middle,1,Mom,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Neither safe nor scary,Photo album,No,Mitt Romney,6-8 hours,With an Alarm clock,Seldom,Often,Other,Would not,No,No,Yes,No,No,No,I don't have a pet,Nothing,21-30
A1JOMEP7ZP08RZ,611,Thanjavur,Male,26-30,Would,Nothing. Game over.,Exercise,Constantly,Music/Art,Bad,I do,2,No,Married,Computer,A little of both,Intelligence,Somewhat Strict,Better health,Not much of my time,Exactly in the middle,3,Dad,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
A1I0MKZ4P8XGTU,2128,Thiruvananthapuram,Female,21-25,Would,Nothing. Game over.,Exercise,Never,Family/friends,Bad,I do not,2,Yes,Single,Computer,Very Obedient,Immunity,Very Lenient,Better job,Most of my time,Very optimistic,4,Both about equally,Would,I don't have siblings,Peer,Very trustworthy,Do not,More,Church/Temple/Mosque,Yes,Somewhat scary,Other,Yes,Mitt Romney,4-6 hours,Naturally,Often,Often,Other,Would not,No,Yes,Yes,Yes,No,Yes,Yes,Nothing,21-30
A29BEC312Y78N,565,Kochi,Male,51+,Would not,Nothing. Game over.,Proper diet,Once in a while,Music/Art,Bad,I do,4,Yes,Married,Newspapers/Magazines,Somewhat Independent,Intelligence,Exactly in the middle,More Money,Some of my time,Very optimistic,3,Mom,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Very safe,Money,Yes,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,No,I don't have a pet,Nothing,21-30
A2AATZOAOBJ0RZ,310,Thiruvananthapuram,Male,21-25,Would not,I will go to heaven or hell,Environment,Sometimes,Family/friends,Bad,I do,3,No,Single,Computer,Somewhat Obedient,Immunity,Somewhat Strict,Better job,Most of my time,Exactly in the middle,2,Mom,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,No,No,Yes,Yes,No,Yes,I don't have a pet,Looks,I'm not married
A2MOM68S117B8V,602,Madurai and Tamilnadu/India,Female,21-25,Would,I will go to heaven or hell,Genes,Constantly,Music/Art,Bad,I do,2,No,Married,Computer,Very Obedient,Immunity,Somewhat Strict,Better health,Not much of my time,Somewhat pessimistic,3,Mom,Would,Youngest,I don't have a pet,Very trustworthy,Do,The same,Home,Yes,Very safe,Photo album,Yes,Barack Obama,6-8 hours,Naturally,Never,Seldom,Flying,Would not,No,No,No,No,No,Yes,I don't have a pet,Looks,21-30
A5GTT11SCEJIQ,1020,Hyderabad,Male,36-40,Would,I will go to heaven or hell,Religion,Sometimes,Prayer,Bad,I do,3,Yes,Married,TV,A little of both,Nothing,Somewhat Lenient,Better health,Not much of my time,Very optimistic,3,Both about equally,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Very safe,Other,No,Barack Obama,More than 8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Looks,21-30
A1QC6WNXRWWPCC,315,Kozhikode,Male,Under 20,Would,I will go to heaven or hell,Proper diet,Sometimes,Music/Art,Bad,I do not,3,Yes,Single,SmartPhone,Very Independent,Immunity,Very Strict,Better Romance,None of my time,Very pessimisitc,1,Mom,Would,Middle,Mother or father,Very untrustworthy,Do,More,Home,Yes,Very scary,Electronics,No,Barack Obama,Less than 4 hours,Naturally,Often,Often,Flying,Would,Yes,Yes,Yes,No,Yes,Yes,Yes,Looks,Under 20
A3SN04F6VSR6KD,359,Coimbatore,Male,21-25,Would,Nothing. Game over.,Exercise,Sometimes,Music/Art,Bad,I do,2,No,Single,Computer,A little of both,Immunity,Somewhat Lenient,Better Romance,Some of my time,Somewhat optimistic,3,Mom,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,More,I don't feel completely safe anywhere,Yes,Somewhat safe,Money,No,Barack Obama,More than 8 hours,By a Family member,Often,Often,Being unprepared for something,Would not,No,Yes,No,Yes,No,Yes,I don't have a pet,Personality,I'm not married
A3494OQ165TV7G,503,Secunderabad and Andhra Pradesh / India,Male,21-25,Would,Nothing. Game over.,Proper diet,Sometimes,Family/friends,Good,I do not,3,Yes,Single,Computer,Somewhat Obedient,Immunity,Somewhat Lenient,More Free time,Not much of my time,Somewhat optimistic,3,Dad,Would,Youngest,Playmate,Neither trustworthy or untrustworthy,Do not,Less,I don't feel completely safe anywhere,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,Naturally,Never,Never,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A3494OQ165TV7G,511,Secunderabad and Andhra Pradesh / India,Male,21-25,Would,Nothing. Game over.,Proper diet,Sometimes,Family/friends,Good,I do not,3,Yes,Single,Computer,Somewhat Obedient,Immunity,Somewhat Lenient,More Free time,Not much of my time,Somewhat optimistic,3,Dad,Would,Youngest,Playmate,Neither trustworthy or untrustworthy,Do not,Less,I don't feel completely safe anywhere,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,Naturally,Never,Never,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A2ET68XR5DUM2Q,702,T. Nagar,Male,26-30,Would,I will go to heaven or hell,Exercise,Constantly,Work,Bad,I do,2,No,Single,Computer,A little of both,Intelligence,Somewhat Strict,Better job,Not much of my time,Exactly in the middle,4,Mom,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Church/Temple/Mosque,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,With an Alarm clock,Never,Never,Other,Would not,No,No,No,No,No,No,No,Intelligence,I'm not married
A3S0KONULZ9IF2,1025,Thiruverumbur,Female,26-30,Would not,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do,2,No,Married,TV,Somewhat Obedient,Immunity,Exactly in the middle,Better health,Not much of my time,Very optimistic,4,Dad,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do not,More,Home,Yes,Somewhat safe,Photo album,No,Mitt Romney,4-6 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Personality,21-30
A2TXAZV5K02P0A,704,india,Male,Under 20,Would not,I will go to heaven or hell,Religion,Never,Prayer,Bad,I do,2,No,Single,TV,A little of both,Nothing,Exactly in the middle,Better health,Some of my time,Somewhat optimistic,2,Dad,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Church/Temple/Mosque,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Never,Often,Other,Would,No,Yes,Yes,No,No,No,I don't have a pet,Personality,I'm not married
A3K6BSW10S4YKJ,371,Bangalore,Male,21-25,Would,I will be reincarnated,Exercise,Once in a while,Family/friends,Bad,I do,2,No,Single,Newspapers/Magazines,Very Obedient,Intelligence,Exactly in the middle,More Free time,Not much of my time,Very optimistic,2,Both about equally,Would,I don't have siblings,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Personality,I'm not married
AB146SF7ZJ2SR,90,"kottakkl,kerala,india",Male,46-50,Would,I will go to heaven or hell,Proper diet,Sometimes,Prayer,Bad,I do,3,Yes,Single,TV,Somewhat Independent,Intelligence,Somewhat Lenient,Better job,Some of my time,Somewhat optimistic,1,Mom,Would,Oldest,Peer,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Money,Yes,Barack Obama,6-8 hours,Naturally,Often,Seldom,Being unprepared for something,Would not,No,No,Yes,No,No,Yes,Yes,Looks,21-30
AB146SF7ZJ2SR,175,"kottakkl,kerala,india",Male,46-50,Would,I will go to heaven or hell,Proper diet,Sometimes,Prayer,Bad,I do,3,Yes,Single,TV,Somewhat Independent,Intelligence,Somewhat Lenient,Better job,Some of my time,Somewhat optimistic,1,Mom,Would,Oldest,Peer,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Money,Yes,Barack Obama,6-8 hours,Naturally,Often,Seldom,Being unprepared for something,Would not,No,No,Yes,No,No,Yes,Yes,Looks,21-30
A136AG4T2X974S,347,Bangalore/ ,Female,21-25,Would not,I will go to heaven or hell,Proper diet,Constantly,Prayer,Bad,I do,2,No,Married,Computer,A little of both,Immunity,Exactly in the middle,Nothing - I'm all good,Some of my time,Somewhat optimistic,3,Both about equally,Would,Oldest,I don't have a pet,Somewhat untrustworthy,Do,Less,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By my Child/Children,Never,Never,Flying,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Nothing,21-30
AV9KCJ8RNIWRJ,562,Chennai,Male,21-25,Would,Nothing. Game over.,Environment,Once in a while,Music/Art,Bad,I do,2,Yes,Single,Computer,A little of both,Intelligence,Somewhat Strict,Better Romance,Not much of my time,Exactly in the middle,2,Dad,Would,Oldest,Owner/master,Somewhat trustworthy,Do,Less,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Never,Flying,Would not,No,No,Yes,No,Yes,Yes,Yes,Personality,I'm not married
A2M2IN8KIC151A,245,Kochi,Female,21-25,Would,Nothing. Game over.,Proper diet,Sometimes,Family/friends,Bad,I do,5+,Yes,Single,Computer,A little of both,Nothing,Exactly in the middle,More Money,Not much of my time,Exactly in the middle,3,Both about equally,Would,Oldest,Playmate,Somewhat trustworthy,Do,The same,Home,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,No,Yes,No,No,No,Yes,No,Nothing,I'm not married
AYLB4LVY3MPEF,368,Secunderabad,Female,21-25,Would not,I will go to heaven or hell,Exercise,Sometimes,Prayer,Bad,I do,4,Yes,Single,Computer,A little of both,Immunity,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,1,Dad,Would,Oldest,Playmate,Neither trustworthy or untrustworthy,Do,Less,Church/Temple/Mosque,Yes,Somewhat safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Never,Often,Other,Would not,No,Yes,Yes,Yes,Yes,Yes,I don't have a pet,Nothing,21-30
ARBKDP2LJ7J3I,317,Faridabad in Haryana/India,Female,31-35,Would,I will be reincarnated,Exercise,Sometimes,Music/Art,Good,I do not,2,No,Married,Computer,A little of both,Intelligence,Somewhat Lenient,Better job,Some of my time,Exactly in the middle,3,Dad,Would not,Oldest,I don't have a pet,Very untrustworthy,Do not,Less,Home,Yes,Somewhat safe,Photo album,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Falling,Would,No,No,Yes,No,No,No,I don't have a pet,Intelligence,21-30
AFNGLFA4CZ32U,978,Hyderabad,Male,46-50,Would not,I will go to heaven or hell,Religion,Once in a while,Work,Good,I do,2,No,Single,Newspapers/Magazines,Very Obedient,Immunity,Very Strict,Better job,Some of my time,Very pessimisitc,1,Both about equally,Would,Youngest,I don't have a pet,Very trustworthy,Do,More,Church/Temple/Mosque,Yes,Very safe,Other,No,Mitt Romney,More than 8 hours,Naturally,Often,Often,Other,Would not,Yes,Yes,No,No,No,No,I don't have a pet,Intelligence,I'm not married
AP71027I5BSSR,297,mumbai,Female,31-35,Would,I will go to heaven or hell,Proper diet,Sometimes,Work,Good,I do not,3,No,Single,Newspapers/Magazines,Very Obedient,Lifespan,Exactly in the middle,Better Romance,Not much of my time,Exactly in the middle,3,Dad,Would not,Middle,Peer,Neither trustworthy or untrustworthy,Do not,Less,School,Yes,Somewhat scary,Jewelry,No,Barack Obama,6-8 hours,Naturally,Never,Never,Being chased,Would not,No,No,No,No,No,Yes,No,Nothing,21-30
A3NFNWOSAOAQZ6,608,Kochi,Male,21-25,Would not,I will go to heaven or hell,Religion,Constantly,Prayer,Bad,I do,3,No,Single,Computer,A little of both,Intelligence,Exactly in the middle,Better health,Not much of my time,Very optimistic,2,Both about equally,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Church/Temple/Mosque,Yes,Very safe,Other,No,Barack Obama,6-8 hours,Naturally,Never,Often,Other,Would,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A22VB86HSA5E0W,376,Hyderabad,Male,21-25,Would not,My spirit will return to some universal entity,Exercise,Sometimes,Family/friends,Bad,I do,3,No,Single,Computer,A little of both,Intelligence,Exactly in the middle,Better Romance,Some of my time,Very optimistic,2,Dad,Would,I don't have siblings,I don't have a pet,Very trustworthy,Do not,More,Home,Yes,Somewhat scary,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Being unprepared for something,Would,No,Yes,No,Yes,No,Yes,I don't have a pet,Personality,I'm not married
A3PV88623RXILY,329,Coimbatore,Male,26-30,Would,My spirit will return to some universal entity,Religion,Constantly,Music/Art,Bad,I do,2,No,Married,Computer,Very Independent,Intelligence,Somewhat Strict,More Money,Not much of my time,Very pessimisitc,2,Mom,Would,Youngest,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Somewhat safe,Other,No,Barack Obama,4-6 hours,With an Alarm clock,Often,Often,Being unprepared for something,Would,No,No,No,Yes,Yes,No,I don't have a pet,Looks,21-30
A37JXB86RDKUI0,350,Belgan,Male,26-30,Would,My spirit will return to some universal entity,Religion,Sometimes,Work,Good,I do,4,Yes,Single,Computer,Somewhat Independent,Appearance,Somewhat Strict,Better health,Some of my time,Exactly in the middle,4,Dad,Would,Middle,Peer,Somewhat trustworthy,Do,Less,Work,Yes,Somewhat safe,Electronics,Yes,Barack Obama,6-8 hours,By my Child/Children,Seldom,Never,Flying,Would not,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sexual ability,I'm not married
A2F8G7ZGJD7M2I,525,Chennai,Female,21-25,Would,I will go to heaven or hell,Exercise,Never,Work,Bad,I do,2,Yes,Married,Computer,Very Independent,Intelligence,Exactly in the middle,Nothing - I'm all good,All my time,Exactly in the middle,1,Mom,Would,Middle,Peer,Very trustworthy,Do,The same,Work,No,Very scary,Photo album,No,Barack Obama,More than 8 hours,Naturally,Often,Never,Flying,Would not,Yes,Yes,Yes,No,Yes,Yes,I don't have a pet,Intelligence,21-30
A1CRXPHWGZYIKG,892,Villivakkam,Male,31-35,Would,I will go to heaven or hell,Religion,Once in a while,Family/friends,Bad,I do,2,No,Married,Computer,Very Obedient,Immunity,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,2,Mom,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Church/Temple/Mosque,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Never,Never,Other,Would,No,No,No,Yes,No,Yes,I don't have a pet,Intelligence,21-30
A1Q53WH5LP1DVF,388,Kochi,Female,21-25,Would not,I will go to heaven or hell,Exercise,Constantly,Music/Art,Bad,I do,2,Yes,Single,Newspapers/Magazines,A little of both,Immunity,Very Strict,Better health,Not much of my time,Somewhat optimistic,2,Mom,Would,Oldest,Playmate,Very untrustworthy,Do,Less,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,Yes,Looks,I'm not married
A1QHSZNAI3F1PV,2527,Nagercoil,Male,41-45,Would,I will go to heaven or hell,Proper diet,Sometimes,Exercise,Bad,I do,3,Yes,Married,Computer,Somewhat Obedient,Lifespan,Somewhat Strict,Better health,Some of my time,Somewhat pessimistic,3,Dad,Would,Middle,Playmate,Somewhat untrustworthy,Do,The same,Work,Yes,Somewhat scary,Other,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Falling,Would not,No,Yes,No,Yes,Yes,No,Yes,Personality,21-30
A2TONTJBNJHS5J,808,Kozhikode,Male,31-35,Would not,I will go to heaven or hell,Exercise,Constantly,Prayer,Bad,I do,1,No,Married,Computer,A little of both,Intelligence,Exactly in the middle,Better health,Not much of my time,Somewhat pessimistic,3,Mom,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Looks,21-30
A3CS908U1Q0I1T,646,Bangalore,Male,21-25,Would,My spirit will return to some universal entity,Environment,Sometimes,Family/friends,Bad,I do,3,Yes,Single,Computer,A little of both,Intelligence,Somewhat Strict,Nothing - I'm all good,Some of my time,Exactly in the middle,2,Both about equally,Would,I don't have siblings,Mother or father,Very untrustworthy,Do,More,Home,Yes,Somewhat scary,Other,No,Mitt Romney,6-8 hours,Naturally,Never,Never,Flying,Would not,Yes,No,No,No,No,Yes,No,Intelligence,21-30
A1YC0FB28TG2AN,396,"dehradun, uttarakhand/india",Male,31-35,Would not,I will go to heaven or hell,Proper diet,Sometimes,Work,Bad,I do,3,No,Married,Computer,A little of both,Immunity,Very Strict,Better health,Some of my time,Somewhat optimistic,3,Mom,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Work,Yes,Somewhat safe,Jewelry,Yes,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Flying,Would not,No,Yes,Yes,Yes,No,Yes,I don't have a pet,Nothing,31-40
A1G1EZMR2YJ99Y,851,Shimoga in karnataka in india,Female,Under 20,Would,I will go to heaven or hell,Environment,Sometimes,Music/Art,Bad,I do,3,No,Single,Computer,A little of both,Appearance,Exactly in the middle,Better job,Not much of my time,Somewhat optimistic,2,Mom,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Work,Yes,Somewhat scary,Photo album,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Often,Flying,Would,No,Yes,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
AHD5E9E8TZJS9,692,Alappuzha,Male,26-30,Would,I will go to heaven or hell,Exercise,Sometimes,Music/Art,Bad,I do not,3,No,Single,Computer,Very Independent,Appearance,Exactly in the middle,Better job,Some of my time,Exactly in the middle,2,Mom,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do not,Less,Home,Yes,Somewhat scary,Money,Yes,Barack Obama,6-8 hours,Naturally,Seldom,Never,Falling,Would not,Yes,No,Yes,No,No,No,No,Intelligence,Under 20
A341YKEK6KB87R,285,Chennai,Male,21-25,Would,I will go to heaven or hell,Genes,Sometimes,Work,Good,I do,2,Yes,Single,Computer,Very Obedient,Immunity,Very Strict,More Money,All my time,Very pessimisitc,2,Both about equally,Would not,Youngest,Mother or father,Very untrustworthy,Do not,The same,Home,Yes,Very safe,Other,Yes,Barack Obama,Less than 4 hours,Naturally,Never,Never,Other,Would,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Looks,Under 20
A5RGFUIU8ZXA3,713,Pathirippala,Male,26-30,Would,My spirit will return to some universal entity,Proper diet,Sometimes,Family/friends,Bad,I do,2,Yes,Single,Computer,A little of both,Lifespan,Exactly in the middle,Better health,Some of my time,Somewhat pessimistic,2,Both about equally,Would,Middle,Mother or father,Very trustworthy,Do not,Less,Home,Yes,Very scary,Electronics,Yes,Barack Obama,6-8 hours,Naturally,Never,Often,Other,Would,No,No,No,Yes,No,No,I don't have a pet,Personality,I'm not married
A1UIRZFZZCCKVF,626,kochi,Male,26-30,Would,My spirit will return to some universal entity,Exercise,Once in a while,Music/Art,Bad,I do,1,Yes,Single,TV,Somewhat Obedient,Immunity,Very Strict,More Money,Some of my time,Exactly in the middle,5+,Dad,Would,Youngest,Owner/master,Somewhat trustworthy,Do not,Less,Home,Yes,Very scary,Electronics,No,Barack Obama,6-8 hours,Naturally,Often,Seldom,Falling,Would,Yes,No,Yes,Yes,Yes,No,No,Intelligence,21-30
AIVYX9OO4F85R,957,Chennai,Male,21-25,Would not,I will go to heaven or hell,Environment,Once in a while,Family/friends,Bad,I do,4,No,Single,TV,A little of both,Intelligence,Somewhat Strict,Better job,Some of my time,Somewhat optimistic,1,Mom,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Church/Temple/Mosque,Yes,Somewhat scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Often,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A22LW0MY0X75FH,921,Thane,Male,26-30,Would not,Nothing. Game over.,Proper diet,Sometimes,Prayer,Bad,I do,3,No,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,More Money,Not much of my time,Exactly in the middle,3,Dad,Would,Youngest,Playmate,Somewhat untrustworthy,Do,The same,Home,Yes,Very safe,Money,No,Barack Obama,6-8 hours,By a Family member,Seldom,Often,Other,Would not,No,No,No,No,No,Yes,Yes,Nothing,I'm not married
A2AADXSO2P4QTD,488,Chennai,Male,21-25,Would,My spirit will return to some universal entity,Exercise,Sometimes,Music/Art,Bad,I do,2,No,Single,TV,Somewhat Obedient,Lifespan,Somewhat Strict,More Money,Most of my time,Exactly in the middle,3,Dad,Would,Youngest,I don't have a pet,Somewhat untrustworthy,Do,Less,School,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A2AADXSO2P4QTD,511,Chennai,Male,21-25,Would,My spirit will return to some universal entity,Exercise,Sometimes,Music/Art,Bad,I do,2,No,Single,TV,Somewhat Obedient,Lifespan,Somewhat Strict,More Money,Most of my time,Exactly in the middle,3,Dad,Would,Youngest,I don't have a pet,Somewhat untrustworthy,Do,Less,School,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Intelligence,I'm not married
A10FZFH9AU1DLC,995,Pune ,Male,26-30,Would,My spirit will return to some universal entity,Exercise,Constantly,Prayer,Bad,I do,3,No,Single,Newspapers/Magazines,Somewhat Obedient,Lifespan,Exactly in the middle,More Money,Some of my time,Very optimistic,3,Both about equally,Would,Middle,Mother or father,Somewhat untrustworthy,Do not,Less,Home,Yes,Somewhat safe,Other,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,Yes,No,Yes,No,I don't have a pet,Sexual ability,I'm not married
A1HXZ0WRJCBHUH,621,Chennai,Male,Under 20,Would,Nothing. Game over.,Environment,Sometimes,Family/friends,Good,I do,2,No,Single,Other people,A little of both,Intelligence,Very Lenient,Better job,Some of my time,Very optimistic,2,Mom,Would,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Somewhat safe,Money,No,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Being unprepared for something,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Sexual ability,I'm not married
A2L6M6T4LHA2C6,371,Coimbatore,Female,26-30,Would not,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do not,2,No,Married,TV,Somewhat Independent,Immunity,Somewhat Strict,Better health,Some of my time,Exactly in the middle,1,Dad,Would not,Youngest,I don't have a pet,Neither trustworthy or untrustworthy,Do not,Less,Home,Yes,Somewhat safe,Photo album,No,Barack Obama,4-6 hours,By my Child/Children,Never,Seldom,Being naked in public,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Intelligence,21-30
A2JXR5ZGGTE0DK,1447,"Chandigarh,",Male,41-45,Would,I will go to heaven or hell,Proper diet,Sometimes,Music/Art,Bad,I do,2,No,Married,Computer,Very Independent,Lifespan,Exactly in the middle,Better health,Some of my time,Very optimistic,5+,Dad,Would,Middle,Mother or father,Somewhat untrustworthy,Do,Less,Work,Yes,Somewhat scary,Money,No,Barack Obama,Less than 4 hours,Naturally,Seldom,Seldom,Flying,Would not,Yes,No,Yes,No,Yes,Yes,No,Intelligence,21-30
A1YLKPA1FZGJCO,1532,Kollam,Male,51+,Would,My spirit will return to some universal entity,Environment,Constantly,Exercise,Bad,I do not,2,Yes,Married,TV,Very Independent,Intelligence,Exactly in the middle,More Money,Not much of my time,Very optimistic,2,Dad,Would,Middle,Owner/master,Somewhat trustworthy,Do not,More,Home,Yes,Somewhat safe,Money,No,Barack Obama,6-8 hours,Naturally,Often,Often,Flying,Would not,No,No,Yes,No,No,Yes,Yes,Intelligence,21-30
